Borough,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue ID,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Shortname,Price,Venue Likes,Venue Rating
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,5782375a498e99a1c3a553a3,A*line PILATES,40.68100689530773,-73.99645638416673,Pilates Studio,Pilates Studio,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,5afc95d5356b49002c368958,Emma’s Torch,40.68010548995378,-73.99494792909908,Restaurant,Restaurant,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,4aa85f31f964a520075120e3,Vinny's of Carroll Gardens,40.681885,-73.99357,Italian Restaurant,Italian,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,3fd66200f964a52085f11ee3,Gowanus Yacht Club,40.680927562562744,-73.99443935393407,Beer Garden,Beer Garden,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,59985da3da5e5606a926b53d,Ugly Baby,40.67801930527555,-73.99613921080501,Thai Restaurant,Thai,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,596ab0631de7657c78f4251b,Brooklyn Pizza Market,40.682695629565806,-73.9931911856768,Pizza Place,Pizza,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,50a539d9e4b0762127c43eac,Martinez Grocery,40.68154941237919,-73.99624070747305,Deli / Bodega,Deli / Bodega,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,4f728caae4b02c6aee87f66f,Momofuku Milk Bar,40.67919367815675,-73.99566665951768,Dessert Shop,Desserts,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,506cb4a8e4b02db545b4bf5c,Claudine's,40.681352187513205,-73.99410672670723,Italian Restaurant,Italian,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,59fbc622a5a3157842e16b19,Barely Disfigured,40.68309199473837,-73.9928962274326,Bar,Bar,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,4cc46d4991413704abbcc255,Shen Beauty,40.68339250309319,-73.99539426218895,Cosmetics Shop,Cosmetics,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,4a5be707f964a520f5bb1fe3,Smith & Vine,40.681161,-73.994105,Wine Shop,Wine Shop,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,5b760f531fa763002c6a624f,Malai,40.68267220643183,-73.99321534955325,Ice Cream Shop,Ice Cream,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,580bbed438faa26bf0ed9bf2,White Maize,40.68249983837224,-73.99331251555338,Latin American Restaurant,Latin American,-99.0,-99.0,-99.0
Brooklyn,Carroll Gardens,40.680540231076485,-73.99465372828006,55620df6498e7c166d2fcf06,Lift / Next Level Floats (Brooklyn),40.683241578458706,-73.99568796157837,Spa,Spa,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,4b78337af964a520d5bb2ee3,Dry Dock Wine & Spirits,40.67574251918218,-74.01480507324902,Wine Shop,Wine Shop,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,4a412995f964a520daa41fe3,Fort Defiance,40.67679024203255,-74.0135475904526,American Restaurant,American,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,44dc6750f964a520a6361fe3,Baked,40.67695855746999,-74.01332712873493,Bakery,Bakery,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,46ba2b4cf964a520d1491fe3,The Good Fork,40.676029,-74.014336,New American Restaurant,New American,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,51e5766c454ace0791feee38,Court Street Grocers Hero Shop,40.678517091762714,-74.01319327325024,Sandwich Place,Sandwiches,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,5b3d0433ccad6b00387d9c79,Ample Hills Creamery,40.67495916123112,-74.01552619336123,Ice Cream Shop,Ice Cream,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,4aa03257f964a520aa3e20e3,Saipua,40.675968239194454,-74.01508384235396,Flower Shop,Flower Shop,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,577bf3ad498ee0caf992508a,Dolce Brooklyn,40.67867941258985,-74.01138846201908,Ice Cream Shop,Ice Cream,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,4bc1e18c920eb713bd3b1b2c,Chelsea Garden Center,40.67499357032709,-74.01579895127912,Flower Shop,Flower Shop,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,4d405784255d8cfa2bd06405,Cacao Prieto,40.67728939877147,-74.01533257645521,Distillery,Distillery,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,50ff1a39d86c3b75d0fd788e,Hometown Bar-B-Que,40.67489886438639,-74.01617535995918,BBQ Joint,BBQ,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,514e24bc72da3d1df4cea8ba,Pioneer Works,40.67929043465977,-74.01211154406604,Event Space,Event Space,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,4c59fd9cf54376b0c78b848b,Erie Basin,40.676799734569165,-74.01356244107116,Antique Shop,Antiques,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,41b3a100f964a520751e1fe3,Sunny's,40.67563606268985,-74.01680340973766,Bar,Bar,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,5a624c7666611622b62cf14d,Rita,40.67887738929088,-74.01113886525043,Café,Café,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,5b2ce933c9a5170039991acf,The CopperPot,40.677269030088446,-74.01257971232485,New American Restaurant,New American,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,55aad734498e6f9d6b9e5a74,Record Shop,40.67759990307562,-74.01262618266787,Record Shop,Record Shop,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,4f107e84e5e852ca73ddd2fa,Brooklyn Crab,40.67531922990671,-74.01653986690938,Seafood Restaurant,Seafood,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,5c7868ff8194fc002c90de7b,San Pedro Inn,40.67901532354342,-74.0110603832096,Bar,Bar,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,4a33ed4bf964a5206d9b1fe3,Sixpoint Brewery,40.673835336909406,-74.01186563540197,Brewery,Brewery,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,4a074634f964a5203b731fe3,Brooklyn Ice House,40.67907998485091,-74.01090321157281,Dive Bar,Dive Bar,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,4cb71f5d3ac93704a015d90a,Hot Bagels,40.67795668992722,-74.01219043300212,Bagel Shop,Bagels,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,5201821b498e3b3d43013e0d,Grindhaus,40.67923456519463,-74.01067398414692,American Restaurant,American,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,44780b6cf964a520c3331fe3,Fairway Market,40.67448104350491,-74.01686632905893,Grocery Store,Grocery Store,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,55395028498eca7b1722da9c,The Black Flamingo,40.679107947362546,-74.01078024442809,Café,Café,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,49fce21ff964a520ec6e1fe3,Red Hook Lobster Pound,40.679751769596095,-74.01022890002875,Seafood Restaurant,Seafood,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,539340e0498e6a4f58887966,Reed Park,40.67549253498045,-74.01633873514422,Seafood Restaurant,Seafood,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,444245e7f964a52047321fe3,Steve's Authentic Key Lime Pies,40.67782277989144,-74.01802035262429,Pie Shop,Pie Shop,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,4e542e96483b764fba1e9814,Pier 44 Waterfront Garden,40.6756685514786,-74.01832190253462,Park,Park,-99.0,-99.0,-99.0
Brooklyn,Red Hook,40.676253230250886,-74.0127589747356,3fd66200f964a52013eb1ee3,Rocky Sullivan's,40.67317,-74.012255,Pub,Pub,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,57aa52be498e78ef8a881ebb,Big Reuse,40.67387827488131,-73.99508175947157,Furniture / Home Store,Furniture / Home,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4901ef67f964a5205b521fe3,The Bell House,40.673703858503,-73.99169824616679,Rock Club,Rock Club,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4a20534ef964a5206d7c1fe3,King Killer Studios,40.67275337123803,-73.99303288583457,Performing Arts Venue,Performing Arts,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4cf46d5aa41a60fc64732ec0,Gowanus Print Lab,40.67337674225267,-73.99291255567987,Print Shop,Print Shop,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,52eab90a498ee70cbe1ee103,Other Half Brewing Company,40.673789976521334,-73.99913388740788,Brewery,Brewery,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4bbfa8ba461576b08ef27832,Four & Twenty Blackbirds,40.67207184871795,-73.99041118791499,Pie Shop,Pie Shop,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,52a329bb11d2bbaf61c8502e,Battalion Studios,40.67389,-73.99055,Music Venue,Music Venue,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4b89d2c1f964a520194f32e3,Brooklyn Art Space,40.67292233643336,-73.99097545995053,Art Gallery,Art Gallery,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4c5dbf402815c928c8c3b567,Court Street Grocers,40.676287344436915,-73.99880699967053,Food & Drink Shop,Food & Drink,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,5b2aa0d02619ee002c85184e,nerd be cool.,40.67615624798502,-73.99889198473417,Coffee Shop,Coffee Shop,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,49c7bfecf964a520bb571fe3,Buttermilk Channel,40.67592444896118,-73.99906984462297,American Restaurant,American,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,501830b5e4b06ec2736b417c,Gowanus Wine Merchants,40.6703150108719,-73.99193198655011,Wine Shop,Wine Shop,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,53618528498ea17aeb165d57,Table 87,40.670784223623315,-73.99148945604801,Pizza Place,Pizza,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,59985da3da5e5606a926b53d,Ugly Baby,40.67801930527555,-73.99613921080501,Thai Restaurant,Thai,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,41abb800f964a520561e1fe3,Frankies 457 Spuntino,40.67735978455962,-73.99804694982672,Italian Restaurant,Italian,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4d55eb2db4deb1f72e760a7a,Halyards,40.673213,-73.98975,Bar,Bar,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,5b66123b396de0002c870310,Other Half Corner Warehouse,40.67359,-73.998493,Brewery,Brewery,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,502bc1d0e4b040e2ae32962e,La Slowteria,40.67504725633692,-73.99940439700218,Mexican Restaurant,Mexican,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4af5b893f964a520defb21e3,Brooklyn Homebrew,40.67200576478904,-73.99041063522938,Miscellaneous Shop,Shop,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4ea7e903d5fbe8dfe8a46187,Lucey's Lounge,40.67074568186629,-73.99153662368684,Cocktail Bar,Cocktail,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,52781665498e79b52476d279,Whole Foods Market,40.67526187880738,-73.98886312774594,Grocery Store,Grocery Store,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,54dbf48d498ee59bad9ceeb6,El Mate,40.67501593578613,-73.99960212756113,Argentinian Restaurant,Argentinian,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,52f18573498ec2c34e830ffd,Kanan's Indian Restaurant,40.67176371887673,-73.99084860814867,Indian Restaurant,Indian,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4cdeda8941ed224bf29bdb3c,Framing By Nadia,40.67563970965341,-73.99883371573137,Furniture / Home Store,Furniture / Home,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4b01c3d9f964a5203e4522e3,Prema Yoga,40.676820434702826,-73.99865162505674,Yoga Studio,Yoga Studio,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4aabde7ff964a5208d5a20e3,Cut Brooklyn,40.671280572160065,-73.99104044018358,Furniture / Home Store,Furniture / Home,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,49d10b5af964a520545b1fe3,Bar Tano,40.67136258535797,-73.99103934276492,Italian Restaurant,Italian,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,53d2d280498eb383dd42ac1a,Hard Times Sundaes,40.67365533620753,-73.99936167286349,Food Truck,Food Truck,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4a89b19cf964a520bc0820e3,The Mac Support Store,40.67308041932857,-73.99109944580918,Other Repair Shop,Other Repair,-99.0,-99.0,-99.0
Brooklyn,Gowanus,40.673931143187154,-73.99444087145339,4ae0b6dcf964a520e38121e3,CKO Kickboxing,40.674519107682045,-73.99993416596578,Gym / Fitness Center,Gym / Fitness,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,5a00f3538496ca58fd9e2856,Evelina Restaurant,40.689629,-73.971018,Italian Restaurant,Italian,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,5914d24b3b83070821fcdd87,Miss Ada,40.68956047839135,-73.9723511535792,Israeli Restaurant,Israeli,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4aabd14ef964a520375a20e3,Fort Greene Park Greenmarket,40.68972631373066,-73.97329713840351,Farmers Market,Farmer's Market,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,44fc6a24f964a52084381fe3,Olea,40.687716119555226,-73.97059433405471,Tapas Restaurant,Tapas,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,5739c66c498e7ef6085cec4f,Karasu,40.68957739999216,-73.97329032514342,Japanese Restaurant,Japanese,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,52f7d70e11d203df776339da,Colonia Verde,40.689693418539875,-73.97073816836266,Latin American Restaurant,Latin American,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,5ae70ca64c954c002c618bff,Imani Caribbean Kitchen & Bar,40.68949374298435,-73.97095919400672,Caribbean Restaurant,Caribbean,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4eb4750d93ad23656fc01460,Dick & Janes,40.689776850546465,-73.9712367938648,Cocktail Bar,Cocktail,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,49b79e04f964a5202b531fe3,Bittersweet,40.689587651946525,-73.97249488542947,Coffee Shop,Coffee Shop,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4c641ea969a1c9b6a9c33ca4,Melt Massage,40.68712693815726,-73.97460695451028,Massage Studio,Massage Studio,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4ec9b936775bf65c061f760e,Walter's,40.68962983369858,-73.97311918839874,New American Restaurant,New American,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4dc5415ed22dafda2f9f01f9,Fort Greene - Dog Park,40.69045012098586,-73.97421323151809,Dog Run,Dog Run,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4ad937aef964a520281921e3,Greenlight Bookstore,40.68635635950454,-73.97456031947704,Bookstore,Bookstore,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,49f49bb9f964a520266b1fe3,The Greene Grape Wine & Spirits,40.686163126689756,-73.9741208569246,Wine Shop,Wine Shop,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,42d1b680f964a5200b261fe3,Habana Outpost,40.68636414349394,-73.97438814757908,Cuban Restaurant,Cuban,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4c2d1eb17d85a593fa1452f3,Dino,40.68953531738243,-73.97046641110853,Italian Restaurant,Italian,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4e22f81ea80968cf3e4f02b1,Gardell's Greene Garden,40.68656672101174,-73.97443280082518,Flower Shop,Flower Shop,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4e54fccb7d8b96cd06139b63,Greene Grape Annex,40.686469719865386,-73.97466975308062,Coffee Shop,Coffee Shop,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,57770116498ec37566d93fea,Bisou Bisou Lounge,40.68979876472218,-73.97225106017368,New American Restaurant,New American,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4dfe1b25483b96a3aaab6eb3,The Shala,40.68719484172441,-73.97501293813885,Yoga Studio,Yoga Studio,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4b7736cbf964a52075882ee3,Stem,40.68618413165228,-73.97346035470562,Flower Shop,Flower Shop,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,57899e45498e6cad27ea2369,Mr. Mango,40.68710060748026,-73.97611235818754,Market,Market,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,5bd49e5c1c675b002c9836ea,Peaches Hothouse,40.68701570501889,-73.97555014032694,Southern / Soul Food Restaurant,Southern / Soul,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4afca48af964a520ab2422e3,Roman’s,40.68952914963263,-73.96951802846388,Italian Restaurant,Italian,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4a5e147bf964a52001be1fe3,Not Ray's Pizza,40.68612065515834,-73.97406226761952,Pizza Place,Pizza,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,5048cd41e4b06d724baedb49,Fort Greene Park Tennis Courts,40.69071838647053,-73.9752390441259,Tennis Court,Tennis Court,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,5295f62511d24c029a9ec2d9,Hungry Ghost,40.686019848047394,-73.97355641043038,Coffee Shop,Coffee Shop,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,4b941d77f964a520246934e3,Mirai Wellness Spa,40.68646403247924,-73.97497976791824,Spa,Spa,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,5250553911d262bb0c732ee8,Cafe Paulette,40.68974307741666,-73.97579775071402,French Restaurant,French,-99.0,-99.0,-99.0
Brooklyn,Fort Greene,40.68852726018977,-73.97290574369092,49dbf75ef964a5202f5f1fe3,Greene Grape Provisions,40.68613726952975,-73.97398517235284,Gourmet Shop,Gourmet,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,3fd66200f964a52076eb1ee3,Community Bookstore,40.67277795840776,-73.97663364033278,Bookstore,Bookstore,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,5276d39a498eb1a5d90096e4,Katsuei,40.67061519402922,-73.97850388946965,Japanese Restaurant,Japanese,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4e24820a88774a43b788390d,Bareburger,40.671899897003335,-73.97762026256561,Burger Joint,Burgers,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,505f3bcce4b05548bd7bc58a,Norman & Jules,40.6723,-73.97746877546308,Toy / Game Store,Toys & Games,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4fce2c32e4b056a49888d202,Pinkberry,40.672152,-73.977019,Frozen Yogurt Shop,Yogurt,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,5223902a498e8b1bada1e7bb,Tarzian West for Housewares,40.6710629647262,-73.97813115393357,Furniture / Home Store,Furniture / Home,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,582332f950111c2bcea530e9,Blue Bottle Coffee,40.67060012485774,-73.97845821487122,Coffee Shop,Coffee Shop,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4bc62291b387d13a935cc1e8,Medusa Hair Salon,40.671550711616156,-73.97773178694311,Cosmetics Shop,Cosmetics,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4a95a400f964a520ff2320e3,JackRabbit Sports,40.67254406192617,-73.97678531951448,Sporting Goods Shop,Sporting Goods,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4bfbfe0ab5cd2d7fe5f230fb,Kidville,40.674346867645774,-73.9756006254868,Kids Store,Kids Store,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4b42923ef964a520c9d625e3,Park Slope Yoga,40.674947131175415,-73.97604177723672,Yoga Studio,Yoga Studio,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,59da8dbd625a664540e7004d,Chocolateria,40.670176004174465,-73.97895775135352,Dessert Shop,Desserts,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,49c67590f964a52049571fe3,Park Slope Food Coop,40.674759316149355,-73.97679448127747,Organic Grocery,Organic Grocery,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,49cfdc6bf964a520d65a1fe3,La Bagel Delight,40.67357619516876,-73.97613583672266,Bagel Shop,Bagels,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,3fd66200f964a5208af11ee3,Yamato,40.67185629368959,-73.97750393720924,Japanese Restaurant,Japanese,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,522254ea11d2750f399c4ac3,Paper Source,40.67456359114661,-73.97539317508254,Gift Shop,Gift Shop,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4b568c8bf964a520d11428e3,Elan Salon & Day Spa,40.6724174696629,-73.9769681277668,Spa,Spa,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4af63415f964a520360222e3,Häagen-Dazs,40.67374570023469,-73.97594801790059,Ice Cream Shop,Ice Cream,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4cc2ddcdc844721eda12df01,The Bagel Market,40.674169314512085,-73.97568317728211,Bagel Shop,Bagels,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,5822376aeb569a2f779ea69b,Lucky Rubber Ducky,40.671009995001306,-73.97819185811124,Furniture / Home Store,Furniture / Home,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4a999e1bf964a5207a2f20e3,Pino's La Forchetta,40.67142190117441,-73.97783143365199,Pizza Place,Pizza,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4a64db51f964a520e3c61fe3,Tarzian Hardware,40.67088600102473,-73.97806584835052,Hardware Store,Hardware,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4fd08f8ce4b0bbb4a49fd368,Slope Fitness,40.67428306031657,-73.97562831136452,Gym / Fitness Center,Gym / Fitness,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4a7b6456f964a520e1ea1fe3,Union Market,40.67535513328252,-73.97802507916008,Grocery Store,Grocery Store,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4e45bca962845e1d3c88924e,Kiwiana,40.674559207331605,-73.97574156333353,American Restaurant,American,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4b4905eaf964a5207e6226e3,Kiwi,40.67351362181574,-73.97612027089605,Boutique,Boutique,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,49ea13f1f964a52021661fe3,Lion In The Sun,40.66998628679107,-73.97905423241016,Paper / Office Supplies Store,Office Supplies,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4a64e954f964a520f6c61fe3,Café Regular du Nord,40.67515658418125,-73.97530161274537,Coffee Shop,Coffee Shop,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4d2ce735762fa143f40b7464,Da Nonna Rosa Cucina Italiana,40.67287215700924,-73.97673164354593,Italian Restaurant,Italian,-99.0,-99.0,-99.0
Brooklyn,Park Slope,40.67232052268197,-73.97705030183924,4e08b9a914959022c89e2f0b,Unleashed by Petco,40.6748002908353,-73.97525636310657,Pet Store,Pet Store,-99.0,-99.0,-99.0
Brooklyn,Cypress Hills,40.68239101144211,-73.87661596457296,4bc5fe25f360ef3b29f1da2d,Original Mike's Pizza,40.68360015531762,-73.8724819066971,Pizza Place,Pizza,-99.0,-99.0,-99.0
